experiment,feature,model,target,n_seeds,n_samples_mean,RMSE_mean,RMSE_std,MAE_mean,MAE_std,R2_mean,R2_std,Pearson_R_mean,Pearson_R_std,Spearman_R_mean,Spearman_R_std,MAPE_mean,MAPE_std,sMAPE_mean,sMAPE_std,NRMSE_mean,NRMSE_std
predictions_OpenADMET_Phase2_KNN,ECFP,KNN,MLM CLint,10,905.0,813.8334965799486,78.13100537338632,410.9866059280903,28.026492413280145,0.3319308198807492,0.0583014627612925,0.5820117713698734,0.0435307586475906,0.7265646784164213,0.01964745917954319,176.92866970633162,16.092740386875015,79.99231709087266,2.5516977406404644,1.4434439894027162,0.09494022164229139
predictions_OpenADMET_Phase2_KNN,MOL2VEC,KNN,MLM CLint,10,905.0,815.1687732194189,72.01536030018234,402.28749784598796,19.151414322757155,0.3305951012292537,0.0259868489515863,0.580000716760909,0.02318608393224726,0.7307832260117548,0.016934485735393145,157.9573118794936,15.319136791429568,78.0596234250051,1.737405359048282,1.4466294629379088,0.0932482528308531
predictions_OpenADMET_Phase2_KNN,MACCS,KNN,MLM CLint,10,905.0,879.7504912824706,56.74301502003075,446.7301735819974,21.939283558987473,0.2154247001442871,0.07085414861567317,0.4880564897349151,0.05129729023315979,0.6792532516956054,0.030519499838723447,192.52542905378067,21.197961421957697,84.15802200427267,2.685229517749637,1.5614953460850287,0.04607717038663365
predictions_OpenADMET_Phase4_FNN,RDKitFP,FNN,HLM CLint,5,752.0,105.03864769099576,4.16518728169207,43.16509802282094,6.551452482990772,0.31692279068044255,0.07634901225515192,0.5826670106894424,0.06262989639079389,0.5636129780654966,0.038515050460204266,174.98885971708938,76.02217497136192,87.04764033044572,9.78842574403019,1.9708194315908574,0.09748647107143903
predictions_OpenADMET_Phase4_FNN,AtomPair,FNN,HLM CLint,5,752.0,108.51461413004547,6.366009190080412,45.13805377745773,6.128952802165973,0.2745649961625122,0.03963822087098978,0.5437760331574353,0.042401719824727784,0.5954621253780462,0.0644335176257395,212.6034459074091,97.56028937050507,91.56321505351988,12.691954071060376,2.036023219617048,0.13375161026631321
predictions_OpenADMET_Phase4_FNN,MOL2VEC,FNN,HLM CLint,5,752.0,109.2554523967156,5.481462506284449,41.199602800468185,5.198549633947616,0.25972904527675567,0.10392812711160779,0.5571840379139256,0.025310156072094477,0.6325278939877487,0.048758597929264964,151.90367430792557,51.18191926672794,84.95350579925727,15.501528619959794,2.049710233066429,0.11481613608860096
predictions_OpenADMET_Phase4_FNN,ECFP,FNN,HLM CLint,5,752.0,109.75788957938478,8.41347246523702,47.48648378093331,5.669588910614536,0.25746997773498725,0.06962439436174914,0.5177668303378967,0.05640118733858707,0.5349130838650316,0.0482939142348921,228.0937871509734,46.94356582171912,99.27360468577663,8.901293661922715,2.0600359382321862,0.1786799176155282
predictions_OpenADMET_Phase4_FNN,TOPOTOR,FNN,HLM CLint,5,752.0,110.23986868004042,3.0266378644871073,44.171893201497866,6.397168786688558,0.24892840135350439,0.056792073394561576,0.5173071135261205,0.05716602124176316,0.5810081161234251,0.06026171185012639,197.4758344445754,67.3953291380122,90.38533304571968,10.335204133212034,2.0685782208644694,0.08886494940180184
predictions_OpenADMET_Phase4_FNN,MACCS,FNN,HLM CLint,5,752.0,110.82071042568664,12.297340124957108,43.34809975489023,3.2294250036723318,0.23282633602482009,0.1879126677966251,0.547066554891287,0.07799090098036202,0.5692759208031795,0.07280871585476634,185.7792423681407,70.89599817555478,86.47007457964682,9.776826699171922,2.0768365492146073,0.20783814372718315
predictions_OpenADMET_Phase4_FNN,MOL2VEC,FNN,KSOL,5,1026.0,78.71974274784628,1.5033059708366456,59.39760259759,2.2515076115198744,0.534350587023245,0.013992105991163893,0.7333433572678911,0.010034890208921158,0.7312813584018587,0.013651105592750989,75.15711622027149,8.586435758127285,70.25229387732838,0.9828057291885892,0.539661553347857,0.011835152091775334
predictions_OpenADMET_Phase4_FNN,RDKitFP,FNN,KSOL,5,1026.0,80.94840072212654,1.1729969825132662,61.00998018796954,1.2983474114225537,0.5074377116158496,0.0188348697105234,0.7158667926386377,0.012746077544312118,0.7069109598303578,0.019831559454248558,74.79499121105223,11.790209201416985,70.9698140992604,1.6397051842926635,0.5549316052023751,0.009340134094306698
predictions_OpenADMET_Phase4_FNN,ECFP,FNN,KSOL,5,1026.0,81.86439559363676,1.7599291724073662,62.475637711084104,1.321703518419552,0.49629072448947154,0.020451518196810542,0.7075944476587788,0.013639128856197759,0.7040329289813075,0.019324686165519297,75.43109325946459,10.695215662571936,70.00484117926796,2.206252994894795,0.5611424567828178,0.008591351387705996
predictions_OpenADMET_Phase4_FNN,AtomPair,FNN,KSOL,5,1026.0,83.23360956177477,1.7826213649496447,62.469929444274456,1.9210795702593333,0.4793850012838927,0.01843856672039305,0.6994366923923584,0.010817468757817385,0.690763776261196,0.013343767672096413,78.10089945462387,12.822185514919358,72.33802237375986,3.454268350305812,0.570624183232132,0.014694456215572142
predictions_OpenADMET_Phase4_FNN,TOPOTOR,FNN,KSOL,5,1026.0,83.42984444134764,1.9478676779968125,64.74029205853934,2.50117325549904,0.47671759418173404,0.02558825562001606,0.6913175711610275,0.018870168723758015,0.6909215808431985,0.02040973017583494,80.91521312766227,12.863022152258162,71.73859157555736,2.129542362280193,0.5719247292612513,0.013172797901580359
predictions_OpenADMET_Phase4_FNN,MACCS,FNN,KSOL,5,1026.0,83.64898900245007,1.5155542667518818,64.53749602230532,1.2749184356803593,0.4741332923470697,0.01805846557359013,0.6893671018978358,0.013523155876029966,0.6779641951323302,0.0170113105252322,80.73820911550591,14.647131598618635,71.73903856849775,2.4639293706872465,0.573451391356945,0.011826029781162494
predictions_OpenADMET_Phase4_FNN,MOL2VEC,FNN,LogD,5,1008.0,0.43425034773388604,0.03225195424689927,0.30518757425396453,0.011796658467755893,0.8653410203658071,0.013226729742813914,0.9309792896563014,0.007675639297081889,0.9301694105203042,0.0062273079732292754,13.136440528100184,0.6018976846924945,22.732603168159535,1.2690264550253563,0.19911569165804804,0.015332280240951556
predictions_OpenADMET_Phase4_FNN,ECFP,FNN,LogD,5,1008.0,0.5000488974333778,0.01371611081430353,0.35407181588725917,0.006451526832569694,0.8213213026651826,0.007843631181984924,0.9066752884701057,0.004189304427939412,0.9064921812447222,0.0050483476700410555,14.848091334002167,0.2531520073630043,25.28779825089495,0.9921352838959753,0.22927461340082528,0.007281816976559792
predictions_OpenADMET_Phase4_FNN,AtomPair,FNN,LogD,5,1008.0,0.5336373346173691,0.04803181192833479,0.37883580922223037,0.02733955236040244,0.7966658699314788,0.024856521816213523,0.8936384866023387,0.014132669569160218,0.8916532126569745,0.012202999218871496,16.197920117032005,1.2221346418428873,26.541001650574202,2.1530112478969783,0.2446770617753681,0.022456245796815634
predictions_OpenADMET_Phase4_FNN,TOPOTOR,FNN,LogD,5,1008.0,0.5750830533336991,0.042219335837274094,0.4084302382129762,0.022686513351666965,0.7638412566035925,0.02275114974532009,0.8762479114428594,0.015265075868826661,0.8798223961545956,0.014585116732320005,16.959037659051955,0.9871171046026613,28.915535219174775,2.2872570259326435,0.26369746563222746,0.02017772327539284
predictions_OpenADMET_Phase4_FNN,MACCS,FNN,LogD,5,1008.0,0.5992383804346323,0.04320440457083923,0.44695114680085446,0.0176254202795655,0.7437459132536297,0.022073968732022664,0.8629820517899326,0.012461793311357822,0.8512944276191108,0.008362618668878184,18.973175992823904,0.9004130097026711,29.8389556750411,1.922512082964686,0.2747493357786926,0.020282994384791378
predictions_OpenADMET_Phase4_FNN,RDKitFP,FNN,LogD,5,1008.0,0.6011378547417303,0.033957821954030694,0.4241017669865063,0.02509523512057575,0.7419961004099077,0.017353458045228982,0.8626127259679262,0.010432873417838662,0.8638070755824494,0.012375616996526706,17.601263415817257,0.6506625376885823,29.3786638652271,1.4044457628612017,0.27556949222163996,0.0150306868488955
predictions_OpenADMET_Phase4_FNN,AtomPair,FNN,MLM CLint,5,905.0,826.4288159753338,24.53242311335353,434.4186030390062,32.88103253816736,0.36117174353466974,0.03620927508776735,0.6063590717725054,0.026369599445567604,0.6805918162616755,0.03900818870610397,176.96379087004033,44.041406303341105,88.26601631556169,8.359459863898083,1.4439128755348,0.0417726184376215
predictions_OpenADMET_Phase4_FNN,MOL2VEC,FNN,MLM CLint,5,905.0,832.7950266891341,60.9049297573597,422.2784617440029,33.16431653433549,0.3525412859860496,0.055152409840802996,0.6076076362823738,0.035625226673328375,0.7135794296234084,0.044712871898516804,171.1665522883132,41.22363344212643,86.11847026277883,9.224335781438581,1.4545398383461703,0.09756581653250085
predictions_OpenADMET_Phase4_FNN,ECFP,FNN,MLM CLint,5,905.0,840.5546241772838,34.16622872018807,424.20224949064504,32.555712581435195,0.3398753142581995,0.02928457864104982,0.5867346744443716,0.02700941472443288,0.6955287841640081,0.04096853134433936,166.52034252155045,34.611633695632335,84.04583753358075,7.598444788165226,1.468520132729794,0.05694643221539437
predictions_OpenADMET_Phase4_FNN,RDKitFP,FNN,MLM CLint,5,905.0,845.2391854652087,37.643347166813555,438.51403846130216,25.376695522299052,0.33215952463275095,0.04107187495539742,0.5902552764094862,0.023562457390445685,0.6659440615285526,0.025209240230862878,193.65619464390687,36.42557048280221,89.7240092895757,8.309675537801787,1.4769441691626404,0.06955023767775936
predictions_OpenADMET_Phase4_FNN,TOPOTOR,FNN,MLM CLint,5,905.0,880.9981119182601,50.68488354245262,453.5987285406112,22.211134804313588,0.27618680583790955,0.01680373130166421,0.5379281586084732,0.019161989472975392,0.6535099405862501,0.03951433790893257,190.56149629365538,29.90959408240128,87.73072972653048,4.769241863805445,1.5387424599739077,0.07655749966042051
predictions_OpenADMET_Phase4_FNN,MACCS,FNN,MLM CLint,5,905.0,932.5599940414183,80.1904664625028,464.0082413898252,36.06773901777466,0.17574210895331205,0.19703678609777892,0.49607946976496653,0.06172983375142403,0.6650191567831404,0.029310201592044473,195.7461448910673,64.26083193880528,88.32152961815241,4.253328555328852,1.6299382782975247,0.1499642741046853
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,FNN,Caco-2 Permeability Efflux,5,433.0,7.9138802634296805,0.6754342932008447,2.8578272723612,0.2991021651458727,0.37809589720342035,0.10278585702980776,0.6244286766176378,0.0891808701343081,0.6214021167728522,0.03305149750816701,70.04990743713937,16.789343377086865,56.23887831596318,12.27956044237503,1.8175874811479318,0.12644839637838026
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,XGBoost,Caco-2 Permeability Efflux,5,433.0,8.314142466149951,0.8949629068385058,3.344024973699457,0.3173163501208556,0.31267907917104487,0.13397248610549195,0.5616246262300931,0.13556304150444348,0.5023430370252696,0.03814216187757958,93.81420448181244,8.738000453844567,67.0058172545158,6.405930534721138,1.9076734603048542,0.15911853447969493
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,FNN,Caco-2 Permeability Efflux,5,433.0,8.34834556179462,0.7940284991356953,3.166224765207696,0.4556649460650856,0.3067482961369607,0.13469882054914395,0.5655408052758739,0.11992146200520667,0.5246394810602172,0.03685288281532909,83.8600704691376,21.524494340333366,66.91658846337354,17.91834555257008,1.9156810251317153,0.13033474202939763
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,XGBoost,Caco-2 Permeability Efflux,5,433.0,8.481218620360973,0.8684791339371009,3.3544348098951593,0.3179052013383799,0.28179844774995316,0.1640395025676347,0.5440801860653499,0.14638128023200936,0.5064411433151824,0.026130129553073526,94.26098867021207,5.77942123218507,64.97096787704444,6.038016225079261,1.9464768688428715,0.15642155659917095
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,XGBoost,Caco-2 Permeability Efflux,5,433.0,8.563706715693758,0.7236188770725227,3.1858881253308295,0.2595388086416606,0.2741867363767868,0.0960484034134898,0.5309100908180833,0.10330961692871939,0.5132256021523652,0.03775186358830482,78.59042762199275,9.428954643225586,63.10402008527201,5.470224712477248,1.9653071410530618,0.10325010289112566
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,XGBoost,Caco-2 Permeability Efflux,5,433.0,8.566938234888777,0.5854495916163253,3.35898723124742,0.24596928308926763,0.273893839914079,0.0775224878464894,0.5234623384377131,0.0780667630033376,0.5779124522871575,0.0172387777159196,98.08437813528958,12.04126230585079,59.05371866668435,3.1228459929256407,1.9672603204969608,0.08227292627189782
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,FNN,Caco-2 Permeability Efflux,5,433.0,8.548276485440864,0.7073252850214691,3.426777635664333,0.3140878631505974,0.27372899068146683,0.1245416571261844,0.5376895875933199,0.09472879419043027,0.5480907295038617,0.03155111877866145,100.5050898379237,30.847887020365263,70.78454108551402,18.94476796659698,1.963440973324594,0.13452126261724145
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,FNN,Caco-2 Permeability Efflux,5,433.0,8.565319094461683,0.8832192801808251,3.454541251985636,0.4124583528263048,0.2730424896906777,0.1211902933870591,0.5280127551398515,0.11329537415094927,0.5185150816916148,0.03466980703641721,105.34246402406136,18.555724916915096,81.62025846393901,19.52880195405127,1.9650314161435987,0.1477256164717472
predictions_OpenADMET_Phase5_RemainingTargets,TOPOTOR,FNN,Caco-2 Permeability Efflux,5,433.0,8.578800276659399,0.9138767085152221,3.5783238510075295,0.37289963619104477,0.26926692285487264,0.13621736860841893,0.534558494236287,0.1163279807112846,0.5288780850442729,0.04819804044315441,109.44002008019329,23.529355278215586,79.20331094147129,17.32958029217004,1.9684593789648617,0.16104490943282848
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,XGBoost,Caco-2 Permeability Efflux,5,433.0,8.597579800785883,0.7818466519948781,3.2965688069168193,0.1891264264597625,0.2656968432388973,0.12644751910597404,0.5132377102615276,0.1185331077709198,0.5248915863405731,0.036784391350483114,90.45977936935556,6.7827569126128315,62.21904978376443,3.3901260341705366,1.9738023256495576,0.1382269515859123
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,KNN,Caco-2 Permeability Efflux,5,433.0,8.694926347559612,0.9762475051290787,3.1332910748305536,0.3550537654501262,0.24846192041183493,0.15457192426196112,0.5109932544585851,0.13966840832382127,0.5888486380601058,0.03903263009609802,78.32992597885183,4.188858965783127,54.04892749807707,2.2349121317702014,1.9936270798420157,0.16089960736733314
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,KNN,Caco-2 Permeability Efflux,5,433.0,8.721192425733756,0.9081589309707843,3.363107644629584,0.35575822761330306,0.24312590969607656,0.1543157056726819,0.5091051777569949,0.13107896407469077,0.5566438027234565,0.04040861589930587,91.8521591700464,11.693477249841115,56.13944839743127,2.324294433575491,2.0015083997258376,0.16569674133685874
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,KNN,Caco-2 Permeability Efflux,5,433.0,8.743941818529343,0.9788140774164172,3.1401539530449774,0.21972119633170972,0.23867795767459202,0.16431553128274143,0.4861029781755429,0.16600413850599396,0.6108435792238875,0.04147977572751928,77.03161745406958,5.201606931535746,51.866878539683476,2.4183413780724208,2.0059775540604816,0.17492520148955867
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,FNN,Caco-2 Permeability Efflux,5,433.0,8.756511738979444,0.8624484711731994,3.1402842967625855,0.37010361152176835,0.23795744964893725,0.13268069370217855,0.5256744041930862,0.09818084163123054,0.49867821925844236,0.03539415317520805,73.46016201292916,23.08970395848334,56.44587307360642,5.033202857537191,2.012012358528355,0.18845882435902156
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,KNN,Caco-2 Permeability Efflux,5,433.0,8.75663606196874,1.020582619770492,3.1636135315493426,0.3259592728922689,0.23772174725333706,0.15962671026755723,0.4845295289520794,0.16457234171956442,0.5568260458412049,0.02863862782032045,80.52589509021212,5.503668852776784,54.99038830095329,3.3224664386485108,2.0075693375873143,0.16918784766235656
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,ElasticNet,Caco-2 Permeability Efflux,5,433.0,8.789030243280925,0.7558690246162122,4.172656154099569,0.3444855957972113,0.23413304094047271,0.11613748040754328,0.4890322748673829,0.10982371577886976,0.5221991881519983,0.046327836871909396,148.56187229940684,9.291886282543615,103.46744128821676,4.710672856390033,2.018004728796623,0.13097419767006852
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,ElasticNet,Caco-2 Permeability Efflux,5,433.0,8.847652341006718,0.7034580577830123,3.788039125389001,0.2879574058682625,0.22483765011193024,0.1032684813971532,0.4824916854003279,0.11595714776732477,0.43837623670475656,0.04992522136196783,115.78526006980823,9.366461762865224,83.10497015689455,8.354086158996527,2.0307171655449516,0.09629568877425636
predictions_OpenADMET_Phase5_RemainingTargets,TOPOTOR,XGBoost,Caco-2 Permeability Efflux,5,433.0,8.8587705858873,0.8027580713224726,3.4301671010881107,0.25876932522459534,0.22220445215873208,0.12005427548536288,0.4817068380675152,0.14756335528426642,0.46340674991444775,0.0858974627804887,94.3208501391786,4.03373249068101,68.76956233868933,8.398829374149075,2.032898117295201,0.12444772860017617
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,ElasticNet,Caco-2 Permeability Efflux,5,433.0,8.902123803062128,0.5926179859947289,3.9467679951642483,0.16767260952869553,0.2158263797034139,0.08468350043056043,0.4718603289445916,0.09234038115703075,0.4315556865976486,0.025175940623370335,130.0421016457759,10.252631446591701,93.40980213950922,3.4387385750285717,2.044487208153315,0.0871280715191386
predictions_OpenADMET_Phase5_RemainingTargets,TOPOTOR,KNN,Caco-2 Permeability Efflux,5,433.0,8.939071719028934,0.8888581200731931,3.1528778438410385,0.4064743983425161,0.20482170439789754,0.15961468654895902,0.4714112863013953,0.1359568957750463,0.5839038904061915,0.021642110346769616,79.43321909742326,4.178576737326669,53.196302022090286,2.892624385869469,2.0513389032491913,0.15361401520062276
predictions_OpenADMET_Phase5_RemainingTargets,TOPOTOR,ElasticNet,Caco-2 Permeability Efflux,5,433.0,8.981982748096694,0.7407291953517067,3.903295839501461,0.28667606725054484,0.20107208988882946,0.11014871296156828,0.45749984789906895,0.10999522134009994,0.4549263705730856,0.02637704915860414,126.18700035162001,10.506578975220265,88.6624093113204,5.222700389671382,2.061247273939917,0.10072770793307761
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,KNN,Caco-2 Permeability Efflux,5,433.0,8.977303926023572,0.7175786560381258,3.4319907974527317,0.28175063656195076,0.1985625626587208,0.14095493312625448,0.4546645968469337,0.13380311022710026,0.5413535250672558,0.036927683535097615,97.1534160113019,10.58033890844746,58.21124823480752,3.303077317923717,2.0616949103948654,0.12800644357313043
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,ElasticNet,Caco-2 Permeability Efflux,5,433.0,9.027807742447607,0.904165963367721,3.8973512477450476,0.2571458918699652,0.19182167820180104,0.13946841695994733,0.4506435951702608,0.13158493735457788,0.4338202661304395,0.021898756092362037,123.08514693760385,6.928161449944778,89.2216970362723,6.565121422365578,2.0703874624018903,0.13390935110780408
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,ElasticNet,Caco-2 Permeability Efflux,5,433.0,9.240439102442105,0.6122435751020362,4.069998235482998,0.2040377384738843,0.15599553287076193,0.07913648345091878,0.4007142849649858,0.10441232156386475,0.38703852860930066,0.0674506633589871,131.62954721506225,5.088676043924555,91.85329544284613,2.958310748250052,2.1215702980543347,0.06913214705548995
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,FNN,Caco-2 Permeability Papp A>B,5,432.0,7.376461818907387,0.5593994745392191,5.432006859414557,0.41689971196149844,0.524682464530094,0.06919074570685707,0.736240313175721,0.03622944936967634,0.7590500318770785,0.01943103821193448,87.5317417840398,8.912761079580427,60.762390819398526,3.2739685521029602,0.6031919221636306,0.03157405164842951
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,XGBoost,Caco-2 Permeability Papp A>B,5,432.0,7.619064175150726,0.03879974878671292,5.762454750265789,0.0940188260267434,0.49419154431390855,0.022662599178348678,0.7049854168479615,0.016360176853459446,0.7102835923910134,0.013906866082277295,97.92811879728383,7.215767416637259,60.8499570509692,1.7505125534140125,0.6240986006231333,0.023678067836155555
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,XGBoost,Caco-2 Permeability Papp A>B,5,432.0,7.7275620392942725,0.11464209784154333,5.835189090920819,0.16594324942394095,0.47971055207524127,0.02479549544388553,0.6963575844209566,0.01860726396210722,0.7014334297959908,0.01523597306833622,99.42461864465966,10.041092961053813,61.890216343665884,1.9136231785944295,0.6328415153431108,0.020592704973082944
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,XGBoost,Caco-2 Permeability Papp A>B,5,432.0,7.808607529153372,0.2852878142125607,5.878791217596442,0.2549271604784364,0.4685573804581925,0.03915512618363635,0.6863172987813566,0.027292151036061495,0.6857863244601858,0.01655686284204473,100.73104947626618,9.327526122975488,61.65837419937672,2.6950179403683157,0.6395463654201101,0.03203055698222634
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,FNN,Caco-2 Permeability Papp A>B,5,432.0,7.871091953909949,0.23738039294918087,5.8851537319890195,0.1674042333001491,0.4599112202899425,0.038586754261394,0.6844214923677263,0.02637746878153986,0.6858616809613316,0.02054241900345098,99.70575621336452,7.660946197956177,63.37406810346348,1.9141445442928369,0.6442373363585597,0.011916654700840522
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,KNN,Caco-2 Permeability Papp A>B,5,432.0,7.973126226588843,0.26880746971620506,6.012331703521672,0.2470632832363142,0.44618085607936103,0.03418844042934155,0.6735478019832353,0.02417554499292437,0.6757025568401713,0.019796405054278095,103.89638976724011,7.636481680692576,61.85780282652763,1.8916290909343605,0.6528771359779362,0.027124578694818796
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,XGBoost,Caco-2 Permeability Papp A>B,5,432.0,8.001778370258751,0.2909110925764597,5.8873647463745264,0.2375996881578493,0.4422439777615573,0.03594781398688049,0.6697860467828071,0.028222724399709628,0.6883486788616142,0.021676848468804764,98.87334724006469,5.221866323744738,62.241140520922315,1.0405519518422153,0.6549901877510181,0.020235687749526464
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,FNN,Caco-2 Permeability Papp A>B,5,432.0,8.090353477842578,0.357922547310605,6.0559794945363645,0.3028386371658348,0.4295025525136163,0.04686455236473127,0.6607667597685412,0.03059119000174487,0.652738339969653,0.02398527093178212,103.67896321494834,8.77381692287814,63.48599824494342,2.1550069592065704,0.6622374936724809,0.02655270368615353
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,XGBoost,Caco-2 Permeability Papp A>B,5,432.0,8.101431223685527,0.2809785749337625,5.977521844615401,0.2165087070174333,0.4286025917830824,0.027203579462280726,0.656637825763583,0.020059625658197112,0.6792150706503917,0.014013059716848172,99.90819327883203,6.894685926311886,62.784239930292,1.3865420493134957,0.6630974257967839,0.01690962415271691
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,KNN,Caco-2 Permeability Papp A>B,5,432.0,8.174568848211635,0.23991123352524168,6.195283854842918,0.23976488316413913,0.4178839782332374,0.03269153338491785,0.6599208821049155,0.025358318425378282,0.658531187573119,0.02045182049139477,112.85352000688788,10.689805975623843,62.7904064083145,1.8689918982448293,0.6695561927106214,0.031011818713224715
predictions_OpenADMET_Phase5_RemainingTargets,TOPOTOR,XGBoost,Caco-2 Permeability Papp A>B,5,432.0,8.198665944139414,0.26877584368191815,6.231551745743042,0.15533259246801434,0.41450668539094127,0.034135895163883934,0.648806480304591,0.01992171318411022,0.6577361940539742,0.019012128462279586,108.33141288319739,6.173272384088589,65.03110357770058,1.3474516045966358,0.6713114767339333,0.02585280953000901
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,KNN,Caco-2 Permeability Papp A>B,5,432.0,8.261745290702494,0.2696542117357168,6.255555573162425,0.2196408004883827,0.4052360443514805,0.038956518751441765,0.6413576396762449,0.026646336709643406,0.642521436380647,0.014269506070156656,108.09148087694612,8.561149843674631,63.73748674365962,1.9003861936820965,0.6767623679774702,0.03446797093168011
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,FNN,Caco-2 Permeability Papp A>B,5,432.0,8.294787600833265,0.2612664148108538,6.212988424027476,0.2172212694268019,0.40022011324494394,0.04335240902141812,0.6393669784100732,0.02635150382524127,0.6387965915064748,0.02703492054669045,103.61382200747114,3.6339646904368315,65.02627156978822,2.152537051963516,0.6789721265404034,0.01693713604650934
predictions_OpenADMET_Phase5_RemainingTargets,AtomPair,ElasticNet,Caco-2 Permeability Papp A>B,5,432.0,8.368079741347646,0.18100935749951932,6.525134557968459,0.14916521308712555,0.39016076847665904,0.024957957127975536,0.6265845314404549,0.020151686393651152,0.6316302567479409,0.015779161719225648,118.54610282843143,10.277815564670092,69.2900665224258,2.15266162945505,0.685365714426952,0.027203452439278172
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,FNN,Caco-2 Permeability Papp A>B,5,432.0,8.44287936744077,0.353751359848135,6.043710851200201,0.25702694886737293,0.3789598631892896,0.04577647048674753,0.6315415104107458,0.027983892381520693,0.6622776501150109,0.0242956065359095,89.05390432227016,9.756105696510414,62.8680133941672,2.1104813032365204,0.6908693448022187,0.01630287519324975
predictions_OpenADMET_Phase5_RemainingTargets,MOL2VEC,ElasticNet,Caco-2 Permeability Papp A>B,5,432.0,8.509814172400237,0.2811720604460316,6.668091612904161,0.2219331949365739,0.36978842513536225,0.0205971087787779,0.6103038583127223,0.016716290130739178,0.630759211924337,0.017512883586053973,123.72752318788416,6.294413287280234,71.41347729666018,2.8468055741919187,0.6967746438734272,0.026464108598037175
predictions_OpenADMET_Phase5_RemainingTargets,RDKitFP,ElasticNet,Caco-2 Permeability Papp A>B,5,432.0,8.511264148066209,0.24775588345874558,6.538403182106731,0.22513045080061808,0.3691219176728791,0.03114470465827185,0.6111414307671642,0.026075604648705408,0.6090110214909865,0.024207847253819702,117.17933434275842,7.515351845588949,67.87692128409131,1.1571499797624405,0.6967527464742728,0.018487808543971418
predictions_OpenADMET_Phase5_RemainingTargets,TOPOTOR,FNN,Caco-2 Permeability Papp A>B,5,432.0,8.534760587016205,0.25754378691464525,6.396621830804066,0.2101787218967041,0.3648803663329098,0.04712219492207467,0.6220552198918655,0.02761002123659799,0.6314080402340216,0.03098943545401417,106.70005626679968,5.540857079094096,68.09871903673704,3.1335148280626064,0.6985485762077568,0.0127609233203405
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,KNN,Caco-2 Permeability Papp A>B,5,432.0,8.603602039309667,0.4648069078396463,6.5176985908691165,0.36027925636713387,0.3547402206961416,0.06158693405691304,0.6173727228911842,0.046254532549771785,0.6151285565975975,0.04151733322243397,119.2086591999063,5.212582354767613,64.62037443902041,2.274256076880844,0.704393398216463,0.0389624551852042
predictions_OpenADMET_Phase5_RemainingTargets,ECFP,ElasticNet,Caco-2 Permeability Papp A>B,5,432.0,8.644166247660399,0.16951310259406402,6.652946715195876,0.1390009203334631,0.34928223895708455,0.024435186224200652,0.5931340225837681,0.021531885086057082,0.606897095200899,0.01599121023802904,119.03926771855609,7.027760416750869,69.29797607636867,1.3200550365253687,0.7078359767711113,0.022082923304182822
predictions_OpenADMET_Phase5_RemainingTargets,MACCS,KNN,Caco-2 Permeability Papp A>B,5,432.0,8.690691415692879,0.29845497828553763,6.430091034918171,0.24915871125141192,0.3424976630069326,0.029738766188771765,0.5994827651437987,0.022312913276086963,0.6251597679583294,0.020612639942673882,107.3183805175591,14.413206489310403,64.48095417227489,3.4751404837599424,0.7118119234490404,0.034658186376456596
