experiment,feature,model,target,seed,n_samples,RMSE,MAE,R2,Pearson_R,Spearman_R,MAPE,sMAPE,NRMSE
predictions_OpenADMET_Phase1_ElasticNet,MACCS,ElasticNet,MLM CLint,7,905,1004.5207784627557,533.3343160927287,0.14496295404605675,0.38189742882930977,0.5923154668252061,271.522429759136,106.03629360279282,1.7473106410306822
predictions_OpenADMET_Phase1_ElasticNet,MACCS,ElasticNet,MLM CLint,8,905,812.0790508173898,500.4570210545868,0.19107275801773183,0.43777897452406056,0.5724382986751703,264.25879561859955,104.33208926510646,1.4558332172644346
predictions_OpenADMET_Phase1_ElasticNet,MACCS,ElasticNet,MLM CLint,9,905,835.9552533991188,475.727461811241,0.18503069873925126,0.43034880395048897,0.5889647213522967,284.22084547341996,106.55878984877182,1.620319185839205
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,0,752,100.7327135766462,45.160155892788254,0.3074652036081458,0.5557137068524491,0.5692689539194526,250.1555328951992,89.83791157359212,1.9042675293239435
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,1,752,106.65965950340271,44.764237261198936,0.2918505312898808,0.550531458964004,0.5474100332042966,283.04669599508486,95.76500412337741,2.047497784135909
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,2,752,105.2445734235229,44.15098948607499,0.30420781062621804,0.552315620117468,0.5820861571360708,213.2363149232847,87.5117820365803,1.9553537130941476
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,3,752,119.86533121527359,47.54053442606584,0.06876876815866051,0.46980829542557945,0.6142097015818628,202.46368928630193,87.22542517257543,2.1930923932566646
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,4,752,110.99430437240025,42.4554770734716,0.3634058789824519,0.628320883041422,0.5886687683373907,253.34571220596064,90.34885479045852,2.088546507222358
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,5,752,145.2516186049861,48.784265402625216,0.26366338514478205,0.5209113392666955,0.6611016032138829,197.85635174973982,85.41496506770255,2.368416061691825
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,6,752,122.32105321573502,45.60589653304283,0.20122815862266286,0.45903610830007957,0.5886484566726606,251.288249157885,90.334075927025,2.3547667776327175
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,7,752,87.11318392700296,44.31539847673254,0.28533787027848423,0.5462139196936967,0.49811275538968086,277.80664341046804,97.53009986034563,1.822892745700635
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,8,752,106.88506764461691,46.616263146476534,0.1402175002644792,0.45665724792949547,0.49969457963306546,275.6674913044594,92.43184744863414,2.0805256312195817
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,HLM CLint,9,752,132.41005472044063,46.666167197023775,0.23760576128369248,0.48858652531127417,0.6363059110854448,200.41618135757037,83.7574738845343,2.249617868857916
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,0,1026,82.15423164973544,63.02736109865297,0.5028675945431687,0.7104705528902627,0.7053138184413612,101.15513959140262,74.72634595582002,0.5856031968214906
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,1,1026,80.81683054549293,61.449387294213025,0.4972773168389576,0.7052166700815051,0.6882655084424871,77.09314301148737,70.41029855458827,0.5628597627682889
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,2,1026,81.42552457525626,62.51408302568245,0.4977267578197607,0.7066784488459875,0.6919906751329566,62.329348976980626,68.44728180461759,0.5439342813198932
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,3,1026,82.0937154430121,63.05606813145465,0.4926713094611722,0.703228025203768,0.6813809088560798,78.53040059125372,68.9173896369317,0.5568717991970784
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,4,1026,83.19492491734039,60.36375649274161,0.4872824928743835,0.7005351272626644,0.6821213530485776,64.04781250513955,68.16913001223685,0.5598680610897087
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,5,1026,82.71235348448218,61.28367456264008,0.4817202022852126,0.6962599637104561,0.6716413778640269,77.08136513836567,72.74907161061033,0.5811234435437159
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,6,1026,82.39057429107157,62.04879092209991,0.48776166672743204,0.6985101698822312,0.6744969177635338,85.93167219172093,70.14613646990162,0.5650931462554476
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,7,1026,82.5839705261708,60.46228951495191,0.48381891091600027,0.6976867355942232,0.6786886085263275,79.38577190087958,68.78655558708118,0.5578727280049162
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,8,1026,81.86562821713427,61.9307580003956,0.4844185627236801,0.6987726181809353,0.6847874320070347,92.82735436398919,71.20300777197323,0.5763494508916195
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,KSOL,9,1026,80.89437907269075,58.28506247323938,0.5039330337920187,0.7125484756933294,0.6892155061752917,75.37543615586742,67.20964991995253,0.5483118446715712
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,0,1008,0.5686759349931952,0.4241647057615901,0.7567975397754653,0.8705761729746269,0.8612639686071804,18.024864841553356,28.42365241731827,0.2590497751477895
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,1,1008,0.5895687573831488,0.44005045929095815,0.7568816385072259,0.8701919689649347,0.8640577948226835,17.79999126536046,28.931593174748183,0.268070416985517
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,2,1008,0.6279451364858081,0.44235680023326523,0.7436418244381837,0.862559349754078,0.858791113615178,18.341875101743945,31.007369015724507,0.289040000707137
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,3,1008,0.5689834438050602,0.429243741356509,0.76455274775133,0.874885835496231,0.8642847779106859,18.750790701180538,28.910325389132847,0.2619361122255652
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,4,1008,0.5713025513549114,0.42519137650212674,0.7556835405395113,0.8695980664909928,0.8524716342969583,18.482348287424564,29.81822298094068,0.26362981676395203
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,5,1008,0.588018770653204,0.4318234650207506,0.7444628228819099,0.8629921306583905,0.8552263469568664,18.234957120058972,28.312619915957733,0.27167938799607844
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,6,1008,0.5733385058375284,0.41110576821208406,0.7714078053765953,0.8786805317431481,0.8750226955732694,18.293230453959573,29.015420099890765,0.27060224463030946
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,7,1008,0.5690569769663794,0.4173487832734642,0.7760279411185825,0.8811470444775584,0.879199156203008,17.884734130492912,30.121507870515817,0.26827998351577
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,8,1008,0.5483525370697249,0.4067693421552706,0.7831889705428077,0.8855423496020879,0.8743534104629729,17.72982625288122,27.522087761999437,0.2560163767209246
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,LogD,9,1008,0.5455766823024002,0.413660328243933,0.7909820214570185,0.8901166721066649,0.8815927884840887,17.684469288609147,30.242664125779957,0.25710205504203065
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,0,905,852.0845845343833,448.1659520243808,0.23662516289876823,0.5218676900789758,0.701671308184458,194.1783077918609,88.88825118928871,1.5135578779465577
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,1,905,864.1083930147387,445.60618654832655,0.3456763810210203,0.5926389648136142,0.69409143784157,195.0278332769744,92.12339587605129,1.521029685413217
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,2,905,878.7493244205939,443.50911740821374,0.3209571351731534,0.5696726877931573,0.7178651970823009,188.9869242642142,87.00466063604755,1.4774710334044887
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,3,905,770.2409952244952,419.1345022020551,0.3947431366950499,0.6290699768305,0.7172552118514192,201.24708933016157,86.88911269922579,1.3641171661738347
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,4,905,896.5879580093806,444.3388294671517,0.30553194313568977,0.5577132253516376,0.7031563142118047,179.99086772642195,87.43536303644173,1.5680285070023923
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,5,905,872.7307156433435,428.2526190045393,0.2848049105943433,0.5389197975826095,0.7287134186580153,172.54009810870062,84.13088683946654,1.4846881753115897
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,6,905,801.1649430378787,417.48812048524127,0.0925405164001104,0.4845542592296851,0.7292127707707551,173.0529281609062,85.4222311168368,1.5083231852259962
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,7,905,899.0963611017412,439.3786747599965,0.3150173638944168,0.5707517244774581,0.730078694637459,188.00978835140313,87.11541964049006,1.5639304559425642
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,8,905,775.3131967759772,433.41113703832275,0.26266101042824186,0.5392206511300246,0.6863815230169944,181.6691144084966,86.63289554007005,1.3899222058663332
predictions_OpenADMET_Phase1_ElasticNet,MACCS,XGBoost,MLM CLint,9,905,741.143883810992,394.5725051753429,0.3594098668092356,0.6011895851706984,0.7263708714674157,208.1993113206973,89.5575876275257,1.4365477691818267
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,0,752,111.75831867679257,53.93182690092858,0.14756700446238036,0.3848618134314059,0.5019147793504911,317.7081865639797,110.80782033421919,2.112697353537721
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,1,752,110.63102460259981,52.9618792467929,0.2381343080678322,0.489061990676229,0.5474060043614609,320.9305229127408,115.57608488849903,2.12373430390786
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,2,752,115.67203493926992,57.536288078287825,0.15950162774977628,0.4011222350257914,0.48617661846014076,313.9739577222186,115.8041337539044,2.149086985316287
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,3,752,109.10923893661663,53.59009457293977,0.22839789030661117,0.48720984639792797,0.5381640142835875,299.69011096363135,111.7431512139382,1.9962956721503409
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,4,752,127.85142872479977,53.536440344567,0.15535851676510481,0.3956234025258434,0.5188585724092463,360.7577173424548,113.84029001584793,2.40574195600767
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,5,752,158.25731699509942,60.46866913044706,0.12589816350563687,0.3616343580306175,0.566867135823696,329.61063469682716,112.44930952307928,2.5804818910195713
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,6,752,130.56294829000632,57.53506283506434,0.08996054873203407,0.311795285317955,0.4860179098247392,334.9023564610136,115.77835458146176,2.513429086331121
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,7,752,99.47441510061084,55.67291917902359,0.06812902859119296,0.3537091665018588,0.4896699949872373,344.4105409749339,119.01615648914384,2.0815585138257005
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,8,752,101.31492785944266,51.443268656223374,0.22749480743318828,0.47755181553495674,0.5239113280859601,309.79047130603857,109.30264008960134,1.9721024543632717
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,HLM CLint,9,752,143.93857690221995,59.26217651671552,0.09906785060872136,0.3181950890039005,0.5245117609103247,296.0805756157901,114.67337186633655,2.4454849391979447
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,0,1026,84.28461238695064,67.75117010871635,0.4767505449118391,0.6912554369177024,0.7052767546107122,107.14551390655849,79.17563431144401,0.60078875385377
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,1,1026,81.78279297076179,66.87151619430215,0.4851879203406074,0.6969687157379969,0.7080435781832303,85.44676611003777,74.6872729305346,0.5695873389162281
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,2,1026,87.99879779626357,70.88346149840238,0.4133590298365094,0.6446237110717459,0.65623818599332,72.70256899316948,73.9892629037795,0.5878446971758374
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,3,1026,86.30870589367046,69.36268612234252,0.4392376981886529,0.6633392863724614,0.6728449223783489,90.47434906708037,74.35652948106414,0.5854636262716615
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,4,1026,86.17543747902639,70.01250977557147,0.44988755189880625,0.6718213829297452,0.6761378539749432,76.17450239844824,75.7211985244561,0.5799257003101613
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,5,1026,86.11585996373051,68.64450127591317,0.4381895544638872,0.6628668594880118,0.662142418214134,91.19831355095651,76.50198889987007,0.6050359224180502
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,6,1026,85.05289870478971,69.25863019951,0.4541224237698047,0.6743027148210102,0.6832175818520333,94.35046638107391,75.89955822998672,0.5833532602581207
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,7,1026,84.23816411860888,67.8538514301144,0.4629331366769325,0.6805296527678675,0.6789744113954921,86.7976773475804,72.09086023764792,0.5690471664120552
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,8,1026,81.70362048505903,65.53979614538598,0.48645716017304297,0.698168596796664,0.7104952651882097,96.96987590536969,74.54745230143683,0.5752088859261361
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,KSOL,9,1026,82.11731817469649,66.9615832415379,0.4888208503536241,0.6997089843872171,0.7041655084368469,82.35925900462638,73.63583536283143,0.5566010732017662
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,0,1008,0.5168614423457295,0.3968615461909582,0.7990969483342174,0.8939770706938052,0.8819139119210349,16.62022648445805,27.266925450813762,0.23544664400793666
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,1,1008,0.5461409813314047,0.40081648989802315,0.7913788330003982,0.8898440856103476,0.8904744671897419,16.24618122291776,27.563559549816986,0.24832428578511656
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,2,1008,0.5924817273284356,0.41340114528697636,0.7717800049460933,0.8786263844646126,0.8800422466302354,17.431654552676086,30.749785954980442,0.2727163711217742
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,3,1008,0.5459743320912411,0.39838825518649723,0.7832102129730624,0.8865130877650109,0.890056210616494,16.704794047895746,27.593856697386787,0.2513436822810722
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,4,1008,0.5580924863886444,0.39062438538623234,0.7668514331122656,0.8763923499466573,0.8794586556263877,16.4567729714667,28.475086738530653,0.2575339801564705
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,5,1008,0.5621562549920117,0.4081608900475123,0.766446807590067,0.8770603865875697,0.8820529565763886,17.283295668704728,28.818653882190777,0.2597302585166462
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,6,1008,0.551315809635244,0.41671884961071465,0.788631595246199,0.8897300986388121,0.8840293190506238,17.70213685540597,29.67824325823617,0.2602080517329667
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,7,1008,0.5773666533071827,0.3967728378517287,0.7694390614649725,0.8776543342407943,0.8878512598114401,16.718746176149555,30.264412218162747,0.2721975522689316
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,8,1008,0.49106055568374285,0.3725941830920795,0.8261271554992013,0.9089426130961391,0.898986440786716,16.192812055137658,26.929338088238943,0.22926773511167325
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,LogD,9,1008,0.5509321946418717,0.3875552495793691,0.7868583389685689,0.8881178194312401,0.8865989358323038,16.178262385224993,29.294969397050792,0.2596258308428408
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,0,905,857.4763764650975,508.00916786488915,0.2269336820942789,0.4830018866667506,0.6325741893989205,263.0551410162519,104.80636037033482,1.5231353181456906
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,1,905,923.4031341449003,496.7204990517632,0.2527966008477016,0.5034110213953459,0.6653623988526511,249.2152527438885,103.3463540894302,1.6254020791741575
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,2,905,922.9230589440243,506.64935453804816,0.2509717881733773,0.5028556432936456,0.6397300678725818,247.73456893685145,102.16325578253662,1.5517418309822864
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,3,905,873.0609220979987,502.7116698409444,0.22236542310584795,0.4721447775890406,0.619872533315682,259.19549399717283,105.56211217328033,1.5462139750200123
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,4,905,966.8189702633997,514.9705342161062,0.19247347280246407,0.4390206651621406,0.6234798753607811,252.13421389567446,103.68070869025159,1.6908544141609447
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,5,905,893.0618662830002,509.80508269757854,0.25109437538075785,0.5031838740662793,0.620285715503117,252.5133455074096,105.81352443147105,1.5192754980723402
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,6,905,728.7715910650975,458.61753067269507,0.249127432238051,0.508184523436284,0.639957487398226,248.34803707191128,105.56213754130808,1.3720309370620503
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,7,905,974.8162209480837,511.194332288879,0.19478366410899184,0.4422185536799109,0.6319587797794928,265.82679487664126,103.7670409159648,1.6956411379747842
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,8,905,765.9442289545563,481.5806733088204,0.28037350688222706,0.5305398026177092,0.6192799333188164,259.88694655590206,102.812244121965,1.373126236862851
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,ElasticNet,MLM CLint,9,905,771.7221340529437,449.659361646452,0.30546025981286007,0.5538192616791724,0.6404273457966858,264.67954918777434,106.1648558027439,1.4958171204239694
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,0,752,111.24298079845512,47.636177442333796,0.15541032550135114,0.4939926299135206,0.5843265242150077,250.53516780114867,86.6807945473124,2.102955322835828
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,1,752,100.59676701230373,40.975442347564595,0.37006956038859007,0.6090042815754961,0.6308970429031799,213.2588063136168,84.38964911187709,1.9311111483752408
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,2,752,104.97932870883012,44.00642166588098,0.3077105591350534,0.5594412173987442,0.5977570471190825,197.8355510389767,88.14796812657892,1.9504256942815674
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,3,752,103.25165086581485,45.3693014784082,0.30902177444942913,0.5612315975898685,0.5929430151156242,182.76232322640442,85.12825328988302,1.889123467221169
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,4,752,117.18636828169905,42.20267442188999,0.2903970265246999,0.5422075126347325,0.5797516552405768,218.05944488383756,85.01915502742146,2.205060715076427
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,5,752,144.15119432439747,49.616519012159486,0.2747780749792277,0.5585075824893837,0.6152785940920288,225.18104703683886,87.70125266443826,2.3504729739255565
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,6,752,133.0224923583668,47.32414382907384,0.055350967117759,0.40289604878666485,0.6103693095789225,212.26337933322773,90.43096509898658,2.5607770489920068
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,7,752,94.54330332281646,43.591607670034186,0.15822787597338506,0.4882296449280903,0.6227676266115276,210.82337889425526,87.00529638198398,1.9783722051320287
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,8,752,94.19723246497763,43.4158259352471,0.3322239869080885,0.5780075132159113,0.5566042782096895,263.1086046594129,87.73681334948915,1.833555994790124
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,HLM CLint,9,752,145.3260509437914,49.274094681881685,0.08161534154108441,0.3361743587623753,0.6692198203582256,203.11822143061065,85.73586783873573,2.4690578196947137
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,0,1026,77.5417617191728,58.730896777036726,0.5571225942032223,0.7474659456576328,0.7468916939002765,92.67449136704141,72.67126451943004,0.5527250713452946
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,1,1026,78.76582992664045,58.972028227194464,0.522470111394234,0.7230817257853291,0.7157747319251919,78.74892383033453,68.60438501558363,0.548575291155472
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,2,1026,79.82021865690218,60.705394184366206,0.5173361881556486,0.7199993511293495,0.7143085528824995,63.71919368660942,67.92176068116491,0.5332106055983881
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,3,1026,78.8578957334694,60.55997326062939,0.5318770123562242,0.7315456747519514,0.7181851992231786,78.53002430766206,68.69868493089454,0.5349220466026636
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,4,1026,81.58674876391565,61.61926977046589,0.5069127960206872,0.7130115496861328,0.7028382285634134,70.00198166153318,70.4245607525468,0.5490456886216382
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,5,1026,81.53632430988836,61.71183227287535,0.49635354357923156,0.7047812108889203,0.6955022129001572,81.68127391917601,71.8929446184175,0.5728608552499848
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,6,1026,79.64683595393619,60.98922924113755,0.5213103130030123,0.7229273305212817,0.7085992346679083,83.3181684729809,69.75532158660906,0.5462746376727062
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,7,1026,80.88801736445255,60.17765049919738,0.5048019200014764,0.7105086904578238,0.6944718471061347,76.25448274102051,66.90708899512092,0.5464161946017845
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,8,1026,78.88906960627996,58.43502787235123,0.5212291026125575,0.7224802099804274,0.7136389909244188,86.19811635043874,68.32383990177925,0.5553939173145432
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,KSOL,9,1026,77.77725947822476,58.77338051049093,0.5414265687011157,0.737247159829499,0.7245584011548794,78.55149553561472,69.39712522630107,0.527183632619066
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,0,1008,0.526722876797121,0.39556794968204545,0.7913575731543021,0.890133609277812,0.8794589822668256,16.072338841469826,26.768651006330487,0.23993883757561105
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,1,1008,0.5229287873300582,0.3864192153035204,0.8087356897063844,0.8998235168031397,0.8959415296407115,15.756738402915088,26.58750834944034,0.23776995696907013
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,2,1008,0.5906750925812498,0.41025707211034995,0.7731696901709922,0.8805799125302618,0.8799629891527931,16.793892350872174,28.76752596992712,0.2718847861977688
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,3,1008,0.5292512557581278,0.3827846157808034,0.796287273398647,0.8945625523683738,0.8977605473103115,15.263969470208366,25.35650057676261,0.24364507936592686
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,4,1008,0.5292202790311686,0.39412051359605454,0.790350730315394,0.8923715687158866,0.8806450678884087,15.93101076583226,27.41028488941712,0.2442107861375213
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,5,1008,0.5343560797229717,0.37991338198235824,0.7889753331325406,0.8890187818098607,0.8871628134239271,15.480463614872553,25.886680094082422,0.24688588180587132
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,6,1008,0.5546644936334448,0.38623823862678064,0.7860561000986274,0.8889213890138681,0.8887464669826322,16.035768885901884,27.994360049789062,0.2617885515550518
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,7,1008,0.5248161650497478,0.3831710326215548,0.8094992260856251,0.901859356280377,0.8977702572423673,15.884339320271346,28.45839705048779,0.24742280264964484
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,8,1008,0.5022675190754685,0.36447442654438966,0.8181003577401011,0.9068592852806773,0.899608376978843,15.587181709163842,25.318258143331267,0.23450007373989562
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,LogD,9,1008,0.5186294829326593,0.37559713647434756,0.8111197947975093,0.9020060099552648,0.8947394090719442,15.147310749828952,27.84811499890465,0.24440323458227434
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,0,905,782.2138307032787,409.7990824926657,0.35668540424926465,0.5978833645134708,0.7273853176964726,182.2692533930681,83.96298599456102,1.3894464554204462
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,1,905,846.5757318089263,434.4052749268653,0.3719593133131994,0.6278683755550806,0.7166241598621981,198.6265767368748,90.16677524989056,1.490168165754446
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,2,905,832.1909163666854,440.941217140585,0.391005845692629,0.6283745941617696,0.6834230823016872,207.12333365579383,89.13852502802283,1.399190803366836
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,3,905,778.7748212418189,421.19324655985963,0.3812570452547994,0.6267519037931861,0.6914552795722015,209.13096648807655,87.24522553298249,1.3792307976678053
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,4,905,917.4086488893325,443.42116293050964,0.27290337032221335,0.5354860083236104,0.713036549083776,195.35569906512677,88.52793903622155,1.6044414841605217
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,5,905,818.8857725194321,420.31622388976706,0.37033340630623535,0.6127901855552658,0.7261507898953249,175.45582134816758,84.83258408392881,1.3930872393946436
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,6,905,679.4953853190905,374.05390013237684,0.3472357036913929,0.5896692377379565,0.7313683482771499,176.13178472610048,82.78754502325526,1.279260472936594
predictions_OpenADMET_Phase1_ElasticNet,MOL2VEC,XGBoost,MLM CLint,7,905,856.7609632181269,430.5009034009796,0.3780056732742295,0.6214905205548711,0.7172264249376776,199.87637975546372,87.24697216513833,1.4902902756692302
